,logFC,AveExpr,t,P.Value,adj.P.Val,B,Mean_NT,Mean_Pcsk9,log2FC_Pcsk9_vs_NT
Bmp5,-0.082338342,1.81976874,-0.299693919,0.768987356,0.909891475,-5.980200769,2.560819067,2.41875892,-0.082338342
9330159M07Rik,-0.082349808,0.594828772,-0.116782983,0.908756113,0.965574085,-6.018621434,0.467936367,0.44197432,-0.082349808
Mrpl38,-0.082385098,6.252094406,-1.155373831,0.268030338,0.618655637,-5.382777542,80.71225,76.232308,-0.082385098
Cmah,-0.082410803,5.497910263,-0.707346637,0.491414021,0.774496566,-5.777009171,45.30242,42.787142,-0.082410803
Smn1,-0.082423853,2.69317798,-0.691049673,0.501276053,0.779152494,-5.788122328,5.392828333,5.093362,-0.082423853
Rpn2,-0.082428705,6.514918167,-0.903031948,0.382381234,0.705575026,-5.625280641,95.36486333,90.068904,-0.082428705
Calhm6,-0.082488308,1.69742537,-0.216997194,0.83146422,0.937877531,-6.001722877,1.9913748,1.88070878,-0.082488308
Rps3a1,-0.08259103,9.235886635,-1.070340074,0.303279514,0.645292726,-5.470076348,612.6268667,578.54036,-0.08259103
Zyg11b,-0.082595567,3.699971952,-0.421423578,0.680096213,0.872890645,-5.936210203,12.323182,11.6374846,-0.082595567
Lpcat4,-0.082657323,0.806010199,-0.120152853,0.906136579,0.965128304,-6.018217548,0.760301567,0.71796546,-0.082657323
Cfap298,-0.082694974,4.683375641,-0.614104088,0.549383093,0.807094168,-5.837324369,26.29302667,24.828296,-0.082694974
Actl6a,-0.082709872,3.451454168,-0.85360277,0.408255634,0.721628588,-5.666730372,10.69613,10.1001662,-0.082709872
Mmp23,-0.082720897,1.375337149,-0.493849787,0.629370879,0.848962178,-5.903187897,1.940950067,1.83279078,-0.082720897
Cherp,-0.082786316,4.667059018,-0.676957399,0.509897413,0.784013347,-5.797538271,25.40577667,23.988954,-0.082786316
Enpep,-0.082834857,5.368868919,-0.985706971,0.341660275,0.675873252,-5.55140654,44.35197,41.877152,-0.082834857
Rbm17,-0.082840764,5.216739937,-0.992611049,0.338404484,0.673112928,-5.544985189,36.43106,34.398084,-0.082840764
Wfikkn1,-0.082991151,0.633018777,-0.001240348,0.999028536,0.999623744,-6.02552338,0.474130813,0.447626052,-0.082991151
Kctd9,-0.083015446,2.386361323,-0.682362103,0.506580732,0.782477257,-5.793948351,4.328548,4.0865056,-0.083015446
Clns1a,-0.083034137,3.744203176,-0.771020638,0.45401357,0.752003051,-5.731308449,12.41722033,11.7227262,-0.083034137
Ubxn6,-0.0831096,4.191912311,-1.047903283,0.313131031,0.652460211,-5.492187259,18.13035667,17.115432,-0.0831096
Msh6,-0.083144068,3.006265772,-0.548759403,0.592154874,0.828783273,-5.87480483,7.692299,7.261516,-0.083144068
Asl,-0.083282731,7.779193897,-0.652044598,0.525348104,0.792270079,-5.813741751,219.096,206.80634,-0.083282731
Serpine2,-0.083295805,2.938307588,-0.566566198,0.580331413,0.823252735,-5.864987625,7.566396,7.1419126,-0.083295805
Myo18a,-0.083345524,4.38619581,-0.529527494,0.605061576,0.835873114,-5.885071629,21.13709667,19.950594,-0.083345524
Slc31a1,-0.083425443,6.835015384,-0.964354603,0.351870569,0.68297676,-5.571022172,118.8769967,112.19778,-0.083425443
Tsc2,-0.083438719,3.805494744,-0.658659552,0.521219664,0.790440216,-5.80949462,14.210624,13.4120632,-0.083438719
Sox17,-0.083534275,1.152654986,-0.302410504,0.766960443,0.908945131,-5.979378322,1.2653323,1.19414832,-0.083534275
Atg2a,-0.083586645,4.166016739,-0.465660687,0.648901474,0.857985974,-5.916641298,18.16641367,17.1438008,-0.083586645
Dleu2,-0.083587318,1.648771923,-0.550783837,0.590804484,0.828099596,-5.873703771,2.126365,2.006668,-0.083587318
Tom1,-0.083629203,4.18292684,-0.692978591,0.500102707,0.77912441,-5.786819489,18.36044,17.326394,-0.083629203
Cavin1,-0.083664202,2.418663801,-0.317126378,0.756011787,0.906531026,-5.974796017,4.41667,4.1678254,-0.083664202
Trim62,-0.083731075,0.734824367,0.009159519,0.992826197,0.996888113,-6.025481673,0.682398133,0.64392052,-0.083731075
Kif1b,-0.083747519,4.258328467,-0.161262789,0.874281186,0.954826667,-6.012368302,19.11856667,18.040344,-0.083747519
Gnl1,-0.083782737,4.572186711,-0.882115763,0.393190799,0.711601267,-5.643072141,25.17988667,23.759246,-0.083782737
Gpatch8,-0.083786821,3.039340247,-0.42943772,0.674397197,0.870379287,-5.932805525,7.264145,6.854285,-0.083786821
Gmeb2,-0.083819238,2.955203621,-0.817183329,0.428047752,0.734536159,-5.695938559,6.785373667,6.4023832,-0.083819238
Mapk14,-0.083844095,5.861119257,-0.717738003,0.485186777,0.771583008,-5.76979819,61.53429333,58.06008,-0.083844095
Abhd14a,-0.083954874,3.053306259,-0.421348531,0.680149678,0.872890645,-5.936241791,7.524454667,7.0990804,-0.083954874
Dusp16,-0.084025305,3.39396836,-0.564419665,0.581750129,0.823504497,-5.86618686,9.748721667,9.1971556,-0.084025305
Ctbp1,-0.084105079,4.725031275,-0.864813782,0.402287063,0.717142712,-5.657510545,26.65576,25.146232,-0.084105079
Dmac1,-0.084133187,6.273192647,-0.479628641,0.639189022,0.854179112,-5.910070306,80.08136667,75.54485,-0.084133187
Anxa9,-0.084194202,1.350287327,-0.423906722,0.6783282,0.871947629,-5.935161945,1.589196333,1.4991068,-0.084194202
Zfp646,-0.084202648,2.591110627,-0.602649671,0.556756699,0.810832933,-5.844182539,5.374144333,5.0694612,-0.084202648
Chchd3,-0.084203356,5.640180787,-0.916981564,0.375285862,0.699182214,-5.613211375,52.18588,49.227216,-0.084203356
Tsfm,-0.084291301,3.266884847,-0.660108116,0.520318095,0.790323676,-5.808559224,9.376061333,8.843949,-0.084291301
Stag2,-0.084319141,3.606360523,-0.440539621,0.666536756,0.865433114,-5.927986179,11.675248,11.0124392,-0.084319141
Nploc4,-0.084572534,5.614082358,-0.455689392,0.655875983,0.861840871,-5.921217295,49.68595333,46.85703,-0.084572534
Rer1,-0.084601615,6.530746935,-0.959480909,0.354230986,0.684642715,-5.575447545,95.01339,89.601894,-0.084601615
Glrx3,-0.084663822,4.566709257,-1.166905689,0.26350094,0.614771298,-5.370520716,23.84655,22.487398,-0.084663822
Rwdd1,-0.084699332,4.36699228,-0.662484279,0.518841141,0.789583907,-5.807020688,19.81832,18.6883,-0.084699332
Apoc3,-0.084720717,10.95113921,-0.712302532,0.488438143,0.772565431,-5.773582186,2012.907,1898.105,-0.084720717
Tmem234,-0.084770143,4.944737517,-1.189293058,0.254876184,0.607762955,-5.346447048,30.77879333,29.022394,-0.084770143
Aen,-0.084777862,2.895027244,-0.441757021,0.665677261,0.865080932,-5.927450444,6.634908333,6.2562522,-0.084777862
Zfp207,-0.084905616,4.452018713,-0.824385795,0.424084835,0.732808047,-5.69025281,20.76251,19.575854,-0.084905616
Ubxn1,-0.084909455,7.049954773,-1.015863835,0.327602654,0.665213217,-5.52307711,135.0441,127.32548,-0.084909455
Btbd10,-0.084945884,0.986615506,-0.2693477,0.791745891,0.922303274,-5.988890013,1.116627533,1.05277866,-0.084945884
Nmt1,-0.084962708,4.813849067,-0.834143046,0.418754504,0.728184355,-5.682478854,28.50217667,26.872106,-0.084962708
Chchd4,-0.085006246,2.769795921,-0.664973527,0.517296489,0.788455487,-5.805403398,6.187178333,5.8331508,-0.085006246
Gpr12,-0.085009436,0.623711273,-0.320174857,0.753750431,0.905526741,-5.973819969,0.554065767,0.52236122,-0.085009436
Bcr,-0.085132409,3.6255682,-0.636406801,0.535181494,0.797618128,-5.823622392,12.20055167,11.5014358,-0.085132409
Galnt11,-0.085154838,2.455936523,-0.43429773,0.670951234,0.867845501,-5.930710484,4.627693667,4.3624498,-0.085154838
Cct7,-0.08519909,4.806178842,-1.202899941,0.249741941,0.603242175,-5.331636939,28.75738,27.108272,-0.08519909
Nkg7,-0.085292277,1.483971114,-0.659093066,0.520949756,0.790440216,-5.809214884,2.401939633,2.26405282,-0.085292277
Lnx2,-0.085316955,3.266050176,-0.343875614,0.73625098,0.896824951,-5.965918505,8.756702333,8.25387,-0.085316955
Xylb,-0.085530106,6.956374945,-0.864848568,0.402268635,0.717142712,-5.657481772,129.9813,122.49934,-0.085530106
Cwc25,-0.085535747,2.763788516,-0.648188298,0.52776343,0.793416997,-5.81619919,6.167670667,5.8126256,-0.085535747
Mbd6,-0.085702252,5.300213662,-0.782717025,0.447342262,0.749027317,-5.722522961,39.82246333,37.525732,-0.085702252
Tardbp,-0.085702925,4.622522682,-1.230758349,0.239481891,0.593069054,-5.300899526,23.0087,21.68168,-0.085702925
Trim23,-0.085723327,2.152650309,-0.645394874,0.529516976,0.794011034,-5.817970787,3.193474667,3.0092494,-0.085723327
Tmem127,-0.085736079,4.534461382,-0.39567211,0.698545443,0.881086869,-5.946727508,23.56161333,22.202194,-0.085736079
Wbp2,-0.085785964,6.547803746,-0.756388062,0.462447127,0.757022863,-5.742129659,100.6732333,94.861474,-0.085785964
Immp1l,-0.085789066,5.159368555,-0.861530025,0.404029221,0.718737233,-5.660222156,35.34074333,33.300488,-0.085789066
Eef2,-0.085834236,10.44950171,-0.87081717,0.399115038,0.715279611,-5.65252948,1475.015233,1389.81766,-0.085834236
Psmc2,-0.085835182,4.962392425,-1.034362589,0.31918901,0.656638279,-5.505340876,30.58220333,28.815742,-0.085835182
Pigp,-0.085847098,3.368214522,-0.573032015,0.576068884,0.821628353,-5.861349133,9.936116,9.3621178,-0.085847098
Zfp623,-0.085852708,3.737358231,-0.963233329,0.352412637,0.68340234,-5.572042017,13.12314133,12.3649842,-0.085852708
Atp5pb,-0.085874437,6.729744079,-0.811337211,0.431281992,0.736757895,-5.700520565,109.62535,103.29046,-0.085874437
Tdg,-0.085892187,3.019565424,-0.681623312,0.507033355,0.782586898,-5.794440637,7.009073667,6.603961,-0.085892187
Nol12,-0.085951268,2.986446619,-0.734607778,0.475179266,0.765106834,-5.757885393,7.164051333,6.7497048,-0.085951268
Dbi,-0.085978387,9.186738981,-0.66057065,0.520030408,0.790323676,-5.808260144,611.2737667,575.90876,-0.085978387
Galnt4,-0.086004234,3.14513171,-0.649846068,0.526724342,0.792407312,-5.815144442,7.884929,7.4286164,-0.086004234
Cdk13,-0.086013465,2.843593886,-0.34698158,0.733968706,0.89582188,-5.964841974,6.473104,6.0984568,-0.086013465
Sap18,-0.086055626,4.848304114,-1.323288475,0.207772208,0.560580655,-5.194901766,29.05222667,27.369956,-0.086055626
Seh1l,-0.08614254,4.814753711,-0.847334364,0.411618342,0.723862929,-5.671838715,27.29984,25.717492,-0.08614254
Spg7,-0.086189937,4.296371252,-1.076796594,0.300487542,0.643781887,-5.463641201,19.86562,18.713558,-0.086189937
Atp6v1d,-0.086193995,4.294249796,-1.132989494,0.276992005,0.626589335,-5.406287423,19.81459333,18.665438,-0.086193995
Cdk7,-0.086203677,2.993464539,-0.461222797,0.65200141,0.859996005,-5.918689751,7.366309667,6.939051,-0.086203677
Emp1,-0.08622129,0.782748308,-0.243616859,0.811200267,0.929180166,-5.99553955,0.6830639,0.64343716,-0.08622129
Bag5,-0.086394376,4.064256567,-0.970148041,0.34907917,0.681185224,-5.565736503,16.28298667,15.336518,-0.086394376
Wdr70,-0.086426508,2.7687167,-0.600358252,0.558238198,0.812063819,-5.845539862,6.154779667,5.7968964,-0.086426508
Ddc,-0.086539084,4.158187704,-0.520105368,0.611435808,0.839589389,-5.889973666,14.864991,13.9995408,-0.086539084
Tapt1,-0.086636231,4.983627663,-0.598979484,0.559130657,0.812991392,-5.846354221,31.48453,29.649482,-0.086636231
Wdr55,-0.086701457,4.466143566,-0.763429433,0.458376686,0.754848059,-5.736945966,22.44451,21.135396,-0.086701457
Alkbh4,-0.08670642,2.571318839,-0.583960671,0.568901912,0.816960302,-5.855110203,5.236384333,4.9309464,-0.08670642
Tmem260,-0.086775141,1.938316995,-0.471823256,0.644608056,0.855856014,-5.913765333,2.931989667,2.7608354,-0.086775141
Tbx3os1,-0.086916004,2.949982235,-0.32637475,0.74915864,0.903749179,-5.971806575,7.034202333,6.6229356,-0.086916004
Smim30,-0.086953213,2.891350924,-0.674811435,0.511217823,0.785097696,-5.798956301,6.358089,5.986198,-0.086953213
Mtmr2,-0.086991768,3.597193946,-0.728714264,0.478661014,0.766863861,-5.762076103,11.640312,10.9591656,-0.086991768
Chpf,-0.087043106,1.765409946,-0.400843406,0.694824106,0.879849037,-5.944667312,2.556242333,2.4065752,-0.087043106
Abca1,-0.087051092,5.826840099,-0.499926877,0.625197336,0.84639251,-5.900187832,59.47713,55.994454,-0.087051092
Rpl23,-0.087088161,7.86623783,-0.865969276,0.401675225,0.716948143,-5.656554199,235.4770667,221.68304,-0.087088161
Pafah1b1,-0.087220431,4.192692586,-0.891881046,0.388118591,0.709002181,-5.634811444,18.14101333,17.076764,-0.087220431
Hspe1,-0.087226119,7.366538735,-0.912120221,0.3777482,0.701732045,-5.617435845,169.4298333,159.48954,-0.087226119
Plcxd2,-0.087258967,5.454258318,-0.446878989,0.662066478,0.86404743,-5.925180744,47.74025,44.93835,-0.087258967
Sin3a,-0.087293993,3.548620591,-0.370095159,0.71706832,0.888191051,-5.956532794,11.54526567,10.8674042,-0.087293993
Abcb4,-0.087350349,5.428200328,-0.359249628,0.72497988,0.891879079,-5.960497058,44.82650333,42.19294,-0.087350349
Mcts2,-0.08736295,3.05205545,-0.450635805,0.659423624,0.863006174,-5.923499867,7.094046333,6.6772118,-0.08736295
Gps2,-0.08738571,4.60588099,-0.800066984,0.437561429,0.741883746,-5.709270065,24.27521,22.848478,-0.08738571
Llgl1,-0.087388972,2.601778252,-0.584922407,0.568273489,0.816517255,-5.854555819,5.207797667,4.9017076,-0.087388972
Tmem11,-0.087469328,5.326222149,-1.120086408,0.282260234,0.629649305,-5.419668957,41.00326,38.59113,-0.087469328
Ccdc25,-0.087470705,4.238053981,-0.775099192,0.451680195,0.751577752,-5.728258589,18.31534733,17.23788,-0.087470705
Rtn4,-0.087478053,3.974267005,-0.669510228,0.514488169,0.786594226,-5.802441313,15.29472467,14.3948832,-0.087478053
Zfp644,-0.087497667,1.620756005,-0.516677657,0.613762918,0.840737909,-5.891736077,2.121716667,1.9968616,-0.087497667
Csnk2a2,-0.087581842,2.952982883,-0.807715729,0.433293401,0.737506087,-5.703344098,6.987893,6.576298,-0.087581842
Tpst2,-0.087645571,4.634241165,-0.356510457,0.726983273,0.89285158,-5.96148001,27.24589333,25.639946,-0.087645571
Lsm5,-0.087669918,3.348359267,-0.624907714,0.542477901,0.802678606,-5.830744403,9.782870667,9.2060862,-0.087669918
Smarca4,-0.087830909,4.514305196,-1.017786994,0.32672055,0.664056006,-5.521245854,23.13995333,21.773224,-0.087830909
Pdgfd,-0.087910947,0.690262482,-0.255233742,0.802400094,0.926717647,-5.992619194,0.602591467,0.56696878,-0.087910947
Nlrp12,-0.087911202,1.994419161,-0.128926837,0.89932163,0.963009116,-6.017112198,2.983026333,2.8066818,-0.087911202
Il4ra,-0.087914286,3.492701293,-0.39891206,0.696212977,0.880115284,-5.945439795,10.602359,9.9755688,-0.087914286
Rbak,-0.087981243,1.612364851,-0.432719903,0.672069143,0.868375661,-5.931393159,2.043516,1.9226182,-0.087981243
Psmd5,-0.088013185,3.466602302,-0.91545773,0.376056514,0.699851494,-5.614537692,10.641296,10.0115176,-0.088013185
Keap1,-0.088047475,4.481742117,-0.605400314,0.554981118,0.80981134,-5.842546747,22.26789333,20.949526,-0.088047475
1110059G10Rik,-0.088068008,2.282145307,-0.538710607,0.598881157,0.833049883,-5.880212943,4.222157333,3.9721286,-0.088068008
Ptpn11,-0.088079501,4.565609634,-0.346186967,0.734552342,0.89603871,-5.965118292,24.702646,23.2396136,-0.088079501
Slco2a1,-0.088164166,3.914224702,-0.284798056,0.780132472,0.916078654,-5.984580349,15.36293233,14.4522032,-0.088164166
Papolg,-0.088338234,1.805405082,-0.446306095,0.662469913,0.86404743,-5.92543587,2.589975333,2.4361452,-0.088338234
Impa1,-0.088366785,4.743149228,-1.220151866,0.243348524,0.597693198,-5.312667568,25.98931667,24.445212,-0.088366785
Dnajc10,-0.08839558,3.910570537,-0.711928311,0.488662474,0.772565431,-5.77384173,14.50950967,13.647183,-0.08839558
Wars2,-0.088495191,1.524964706,-0.481146998,0.638137351,0.853568198,-5.909344729,1.948637,1.8326994,-0.088495191
Klb,-0.088500456,3.26242826,0.01126185,0.991179703,0.996018533,-6.025459933,9.254420667,8.7037808,-0.088500456
Ccl25,-0.088523747,1.47367208,-0.580590267,0.571107142,0.81791823,-5.857046215,1.847627667,1.7376654,-0.088523747
2310057M21Rik,-0.088579503,0.715313257,-0.301325898,0.767769483,0.909436992,-5.979707565,0.7186223,0.6758271,-0.088579503
Itch,-0.088655586,4.009981368,-1.095571832,0.29247721,0.637732748,-5.444745711,15.34824533,14.4334696,-0.088655586
Ndufb5,-0.088656168,4.354770382,-0.739884106,0.472075316,0.763181972,-5.754107253,20.29523667,19.085606,-0.088656168
Mfsd14b,-0.088713618,3.768707923,-0.646178394,0.529024796,0.794011034,-5.817474599,13.149993,12.3657386,-0.088713618
AI429214,-0.088717936,0.487517336,-0.104881451,0.918016291,0.967560798,-6.019956101,0.33104483,0.311300666,-0.088717936
Ndc1,-0.088731927,2.477548364,-0.36906362,0.717819366,0.888191851,-5.95691481,4.830675,4.54252,-0.088731927
Armc9,-0.08875863,0.537229059,-0.207005009,0.839103897,0.941514679,-6.003860797,0.436126233,0.41010324,-0.08875863
Tmem229a,-0.08881856,0.592068881,-0.09446275,0.926132967,0.971583143,-6.021007025,0.5830452,0.548233,-0.08881856
Slc30a9,-0.088864737,3.754050137,-0.998579541,0.335607831,0.67153138,-5.539403126,13.05426633,12.2744352,-0.088864737
Oat,-0.088891877,9.28533473,-0.687143129,0.503657346,0.781133003,-5.790750584,653.7629,614.69708,-0.088891877
AI987944,-0.088903134,3.034364088,-0.586036394,0.567546042,0.816079667,-5.853912591,7.206566667,6.775883,-0.088903134
2810025M15Rik,-0.088948516,2.643957477,-0.608400594,0.553047915,0.809193103,-5.840754481,5.566555667,5.2337188,-0.088948516
Rps15a-ps5,-0.08896906,0.607213582,-0.138206913,0.892122594,0.959762535,-6.015858579,0.438562467,0.41233396,-0.08896906
Orai3,-0.088978391,4.247370782,-0.709812636,0.489931902,0.773442718,-5.775306703,18.63632667,17.521656,-0.088978391
Mrfap1,-0.089036365,7.430802289,-1.156937696,0.267412622,0.61839593,-5.381121121,178.5905333,167.90198,-0.089036365
Atp6v1f,-0.089119803,6.202176508,-1.237980119,0.236876901,0.590318886,-5.292841131,78.01874667,73.345122,-0.089119803
Tppp,-0.089143708,2.926289444,-0.137006027,0.89305364,0.959921717,-6.016025696,8.183561667,7.6932072,-0.089143708
Rab3gap1,-0.089156331,3.094969014,-0.729103677,0.47843048,0.766762499,-5.761800159,7.719915333,7.2572788,-0.089156331
Bpgm,-0.089174082,3.111004458,-0.686829321,0.503848921,0.78120762,-5.790961109,7.963839667,7.4864932,-0.089174082
Zdhhc20,-0.089258414,2.26554804,-0.382521691,0.708044932,0.88502149,-5.951848855,3.946481333,3.7097154,-0.089258414
Zfp637,-0.089275852,3.231485331,-0.675707222,0.510666404,0.78462854,-5.798364884,9.098724333,8.5527504,-0.089275852
Zfp346,-0.089375957,2.033959102,-0.451818553,0.65859256,0.86300002,-5.92296786,3.196037,3.0040486,-0.089375957
Tbrg1,-0.089388688,4.265496842,-0.787540311,0.444609363,0.746785671,-5.718865082,18.17700333,17.084946,-0.089388688
Utp4,-0.089393144,3.847749617,-0.762124203,0.459129512,0.755189134,-5.737910156,13.785644,12.9573754,-0.089393144
Aasdhppt,-0.089415333,4.026985989,-0.884870423,0.39175548,0.710440953,-5.640750038,15.92235667,14.96548,-0.089415333
Ppp1r12a,-0.089445697,2.945711738,-0.669957736,0.514211631,0.786594226,-5.80214811,6.733729667,6.3289234,-0.089445697
Gtf2i,-0.089540048,4.597201526,-0.730428168,0.477646882,0.765987623,-5.760860594,24.83222333,23.337878,-0.089540048
Arntl,-0.089583991,0.507918551,-0.216514297,0.831833025,0.938044806,-6.001828498,0.43074017,0.4048069,-0.089583991
Gtpbp1,-0.08964149,3.930319341,-0.705993893,0.492228188,0.774958813,-5.777940748,14.712756,13.8264044,-0.08964149
Gtpbp6,-0.089699751,2.95882492,-0.765898674,0.456954597,0.753847291,-5.735117793,7.273863667,6.8353828,-0.089699751
Tpm3,-0.089738969,5.064302127,-0.65224542,0.525222496,0.792270079,-5.813613404,33.33391667,31.32364,-0.089738969
Mospd1,-0.089745508,3.272553624,-0.80990829,0.432074908,0.737184489,-5.701636001,8.918967333,8.381051,-0.089745508
Rab2a,-0.089844842,6.56428849,-1.390416744,0.186959592,0.536415987,-5.114384823,95.88407,90.094954,-0.089844842
Pcgf3,-0.089881954,3.066000395,-0.687507481,0.503434968,0.78094531,-5.790506039,7.205850667,6.7706146,-0.089881954
Edf1,-0.089890935,7.455087364,-1.044896542,0.314468887,0.653021044,-5.49512048,186.6321,175.35836,-0.089890935
Xrn1,-0.089914914,1.604091723,-0.306261287,0.764090323,0.908832247,-5.978199963,2.007592,1.8862896,-0.089914914
Gpatch2,-0.089995537,2.626709303,-0.826746804,0.422790987,0.731713938,-5.688379236,5.330780667,5.0084052,-0.089995537
Snx18,-0.09002575,3.528096811,-0.150645201,0.882489209,0.957051626,-6.014042152,10.46295267,9.8300066,-0.09002575
Zfr,-0.090081295,4.294307167,-0.485817447,0.634907517,0.852015603,-5.907099007,18.40394,17.289946,-0.090081295
Ssx2ip,-0.090088122,2.641622033,-0.538654459,0.598918848,0.833049883,-5.880242892,5.536672667,5.2015122,-0.090088122
Gm15756,-0.090096449,2.966932935,0.055746454,0.956362585,0.982549941,-6.023950627,7.864968667,7.388823,-0.090096449
Pigf,-0.090105508,2.705590885,-0.413695257,0.685611343,0.875327327,-5.939434367,5.938575333,5.5790186,-0.090105508
Txndc12,-0.090140722,4.760454102,-1.27737875,0.223056751,0.575968472,-5.248232957,26.92503333,25.294214,-0.090140722
Zfp53,-0.090145211,2.256390272,-0.305726171,0.764488948,0.908832247,-5.97836459,3.906755667,3.6701164,-0.090145211
Arhgef7,-0.090148439,2.027317453,-0.392208668,0.701042314,0.881609992,-5.948092715,3.124035667,2.9348006,-0.090148439
Slc4a2,-0.090282123,3.593556389,-0.453328285,0.657532421,0.862385996,-5.922286812,12.10953267,11.3749568,-0.090282123
Ddx19a,-0.090309183,4.466986899,-0.792271477,0.441938997,0.745148035,-5.715257277,22.11753667,20.775476,-0.090309183
Dnajc8,-0.0904882,4.491768755,-1.309627129,0.212229604,0.564383039,-5.210921301,22.15538333,20.808444,-0.0904882
Rps6-ps4,-0.090576721,3.890817441,-0.269355384,0.791740102,0.922303274,-5.988887928,13.11528733,12.317186,-0.090576721
C9,-0.090578279,9.18126258,-0.697479267,0.497371305,0.778430455,-5.783766533,603.2876667,566.57534,-0.090578279
Prrg2,-0.090584988,4.653267006,-1.041382101,0.316037947,0.654115518,-5.498540002,26.66896333,25.04594,-0.090584988
Dstyk,-0.090682267,2.022586781,-0.295672546,0.771991034,0.911246532,-5.981404806,3.23184,3.0349516,-0.090682267
Idh3a,-0.090821387,4.116254652,-0.903510836,0.38213614,0.705456591,-5.624868997,16.75605667,15.733736,-0.090821387
Caap1,-0.090842356,1.764507988,-0.558519809,0.58565883,0.82560234,-5.869460707,2.487741667,2.3359256,-0.090842356
Vegfc,-0.090934388,1.795072002,-0.454179306,0.656935169,0.862265414,-5.921901943,2.407265333,2.2602162,-0.090934388
Farp1,-0.091067171,3.992366125,-0.812175114,0.430817472,0.736454996,-5.699865661,15.78062333,14.8152916,-0.091067171
Coq8b,-0.091100816,3.107439368,-0.571139877,0.577314553,0.821896841,-5.862417951,8.324953,7.815517,-0.091100816
Atp6v0d1,-0.091130191,6.308744317,-1.21511388,0.245202186,0.599334158,-5.318229163,81.75251667,76.748202,-0.091130191
Fam193b,-0.091134134,3.954890965,-1.064880432,0.305655365,0.647111703,-5.475492738,15.02547667,14.105684,-0.091134134
Snhg12,-0.091251446,3.313755395,-0.489783445,0.632170907,0.850362166,-5.9051756,9.949918333,9.3400692,-0.091251446
Zyx,-0.091312951,4.603221085,-0.40089378,0.694787897,0.879849037,-5.944647116,24.90747667,23.379854,-0.091312951
Stk25,-0.091371878,4.129956075,-1.098541597,0.291224939,0.636786586,-5.441732179,17.59640333,16.516508,-0.091371878
Cct5,-0.091419019,6.454345317,-1.001870075,0.334073097,0.670673008,-5.536313422,90.77227333,85.198774,-0.091419019
1110065P20Rik,-0.091529926,3.799589985,-0.804453858,0.435110247,0.739004122,-5.705877502,14.19546667,13.322828,-0.091529926
Ubap2l,-0.091530077,3.29171232,-0.549928942,0.591374545,0.82853463,-5.874169207,9.132880333,8.5714534,-0.091530077
Dexi,-0.091557769,4.337672089,-0.843583944,0.413639002,0.72518016,-5.674878994,20.01244667,18.781858,-0.091557769
Pex2,-0.091575387,5.396994415,-1.044042071,0.314849849,0.653021044,-5.495952765,42.65652,40.033032,-0.091575387
Rnf8,-0.091604434,1.402459345,-0.393950357,0.69978624,0.881609992,-5.947407646,1.749757333,1.6421096,-0.091604434
Cse1l,-0.091733686,3.856741772,-0.814551633,0.429501731,0.735350294,-5.698004867,14.03199567,13.1675462,-0.091733686
Cert1,-0.091829865,3.54195602,-0.667957458,0.515448374,0.787142772,-5.803457255,10.87001133,10.1996778,-0.091829865
Zfp873,-0.091851471,1.51830849,-0.325360599,0.749909072,0.903970868,-5.972138515,1.8106888,1.69900152,-0.091851471
Akap1,-0.091869621,5.952658689,-0.995801353,0.336907536,0.672733278,-5.542004997,61.56178333,57.76379,-0.091869621
Rras,-0.091928111,5.84901215,-0.848586266,0.410945294,0.723295887,-5.670821181,60.63374333,56.890698,-0.091928111
Clpp,-0.092011397,6.319538359,-1.253820981,0.231241099,0.583221127,-5.275036202,83.30399667,78.156958,-0.092011397
Bok,-0.092069757,3.436699291,-0.375628008,0.713045166,0.886939744,-5.954465976,10.696817,10.0354952,-0.092069757
Mta1,-0.0920936,4.889523652,-1.027380616,0.32234589,0.659470703,-5.512066864,30.63894,28.744238,-0.0920936
Strn,-0.092149219,2.485848393,-0.592883903,0.563085486,0.815002165,-5.849933316,4.709866333,4.4184394,-0.092149219
Ykt6,-0.092262341,5.717859265,-1.162406655,0.265260993,0.616379612,-5.375314266,56.60183333,53.095384,-0.092262341
Gak,-0.092421363,4.7479715,-0.644310205,0.530198757,0.794011034,-5.818656756,28.24963667,26.496668,-0.092421363
Ppp2r2d,-0.092471318,3.141693178,-0.595696502,0.561258796,0.813921858,-5.848286165,8.010539667,7.5132032,-0.092471318
Ocln,-0.092495304,2.874162539,-0.180631962,0.85934713,0.948609462,-6.009022513,5.523737,5.1807082,-0.092495304
Necap1,-0.092511531,4.796749924,-0.755618611,0.462893287,0.757416973,-5.742693451,27.48402333,25.776952,-0.092511531
Ppp1r21,-0.092529846,3.375617123,-0.457414031,0.65466725,0.861333433,-5.920432682,9.598479333,9.00219,-0.092529846
Rab4a,-0.092540026,4.952670092,-0.750773001,0.465709112,0.759156221,-5.746231877,31.89331333,29.911784,-0.092540026
Col6a2,-0.092560301,1.427665526,-0.44014699,0.666814061,0.865547848,-5.928158656,1.823278967,1.70997474,-0.092560301
Trmt10b,-0.092603058,2.296150625,-0.436290216,0.669540694,0.867048746,-5.929844953,4.210000333,3.9482608,-0.092603058
Jup,-0.092604784,4.35676171,-0.425260668,0.677365012,0.871528456,-5.934587856,20.15032667,18.89754,-0.092604784
Tbcb,-0.092683533,4.673961565,-0.959812833,0.354069877,0.684642389,-5.57514677,26.45577333,24.80961,-0.092683533
